path,label,split
data\frames\val\correct\Copy of push up 164_f00005.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00006.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00007.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00008.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00009.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00000.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00001.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00002.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00003.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00004.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00005.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00006.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00007.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00008.jpg,correct,val
data\frames\val\correct\Copy of push up 164_f00009.jpg,correct,val
data\frames\test\correct\Copy of push up 165_f00000.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00001.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00002.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00003.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00004.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00005.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00006.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00007.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00008.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00000.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00001.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00002.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00003.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00004.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00005.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00006.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00007.jpg,correct,test
data\frames\test\correct\Copy of push up 165_f00008.jpg,correct,test
data\frames\val\correct\Copy of push up 173_f00000.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00001.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00002.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00003.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00004.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00005.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00006.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00007.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00008.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00009.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00010.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00011.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00012.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00000.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00001.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00002.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00003.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00004.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00005.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00006.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00007.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00008.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00009.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00010.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00011.jpg,correct,val
data\frames\val\correct\Copy of push up 173_f00012.jpg,correct,val
data\frames\train\correct\Copy of push up 174_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00010.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 174_f00010.jpg,correct,train
data\frames\test\correct\Copy of push up 175_f00000.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00001.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00002.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00003.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00004.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00005.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00006.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00007.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00008.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00009.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00000.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00001.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00002.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00003.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00004.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00005.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00006.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00007.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00008.jpg,correct,test
data\frames\test\correct\Copy of push up 175_f00009.jpg,correct,test
data\frames\train\correct\Copy of push up 177_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00010.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00011.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00012.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00010.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00011.jpg,correct,train
data\frames\train\correct\Copy of push up 177_f00012.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00010.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00011.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00012.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00010.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00011.jpg,correct,train
data\frames\train\correct\Copy of push up 178_f00012.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 186_f00005.jpg,correct,train
data\frames\test\correct\Copy of push up 187_f00000.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00001.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00002.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00003.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00004.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00005.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00000.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00001.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00002.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00003.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00004.jpg,correct,test
data\frames\test\correct\Copy of push up 187_f00005.jpg,correct,test
data\frames\train\correct\Copy of push up 188_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 188_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00010.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00011.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00012.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00010.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00011.jpg,correct,train
data\frames\train\correct\Copy of push up 197_f00012.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 2_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 3_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 4_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 47_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 5_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 6_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 7_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 78_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 79_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 79_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 79_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 79_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 79_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 79_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 79_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 79_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00010.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00011.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00012.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00013.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00006.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00007.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00008.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00009.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00010.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00011.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00012.jpg,correct,train
data\frames\train\correct\Copy of push up 80_f00013.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 83_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00005.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00000.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00001.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00002.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00003.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00004.jpg,correct,train
data\frames\train\correct\Copy of push up 85_f00005.jpg,correct,train
data\frames\train\incorrect\1_f00000.jpg,incorrect,train
data\frames\train\incorrect\1_f00001.jpg,incorrect,train
data\frames\train\incorrect\1_f00002.jpg,incorrect,train
data\frames\train\incorrect\1_f00003.jpg,incorrect,train
data\frames\train\incorrect\1_f00004.jpg,incorrect,train
data\frames\train\incorrect\1_f00005.jpg,incorrect,train
data\frames\train\incorrect\1_f00006.jpg,incorrect,train
data\frames\train\incorrect\1_f00007.jpg,incorrect,train
data\frames\train\incorrect\1_f00008.jpg,incorrect,train
data\frames\train\incorrect\1_f00009.jpg,incorrect,train
data\frames\train\incorrect\1_f00010.jpg,incorrect,train
data\frames\train\incorrect\1_f00011.jpg,incorrect,train
data\frames\train\incorrect\1_f00012.jpg,incorrect,train
data\frames\train\incorrect\1_f00013.jpg,incorrect,train
data\frames\train\incorrect\1_f00014.jpg,incorrect,train
data\frames\train\incorrect\1_f00015.jpg,incorrect,train
data\frames\train\incorrect\1_f00016.jpg,incorrect,train
data\frames\train\incorrect\1_f00017.jpg,incorrect,train
data\frames\train\incorrect\1_f00018.jpg,incorrect,train
data\frames\train\incorrect\1_f00019.jpg,incorrect,train
data\frames\train\incorrect\1_f00000.jpg,incorrect,train
data\frames\train\incorrect\1_f00001.jpg,incorrect,train
data\frames\train\incorrect\1_f00002.jpg,incorrect,train
data\frames\train\incorrect\1_f00003.jpg,incorrect,train
data\frames\train\incorrect\1_f00004.jpg,incorrect,train
data\frames\train\incorrect\1_f00005.jpg,incorrect,train
data\frames\train\incorrect\1_f00006.jpg,incorrect,train
data\frames\train\incorrect\1_f00007.jpg,incorrect,train
data\frames\train\incorrect\1_f00008.jpg,incorrect,train
data\frames\train\incorrect\1_f00009.jpg,incorrect,train
data\frames\train\incorrect\1_f00010.jpg,incorrect,train
data\frames\train\incorrect\1_f00011.jpg,incorrect,train
data\frames\train\incorrect\1_f00012.jpg,incorrect,train
data\frames\train\incorrect\1_f00013.jpg,incorrect,train
data\frames\train\incorrect\1_f00014.jpg,incorrect,train
data\frames\train\incorrect\1_f00015.jpg,incorrect,train
data\frames\train\incorrect\1_f00016.jpg,incorrect,train
data\frames\train\incorrect\1_f00017.jpg,incorrect,train
data\frames\train\incorrect\1_f00018.jpg,incorrect,train
data\frames\train\incorrect\1_f00019.jpg,incorrect,train
data\frames\train\incorrect\10_f00000.jpg,incorrect,train
data\frames\train\incorrect\10_f00001.jpg,incorrect,train
data\frames\train\incorrect\10_f00002.jpg,incorrect,train
data\frames\train\incorrect\10_f00003.jpg,incorrect,train
data\frames\train\incorrect\10_f00004.jpg,incorrect,train
data\frames\train\incorrect\10_f00005.jpg,incorrect,train
data\frames\train\incorrect\10_f00006.jpg,incorrect,train
data\frames\train\incorrect\10_f00007.jpg,incorrect,train
data\frames\train\incorrect\10_f00008.jpg,incorrect,train
data\frames\train\incorrect\10_f00000.jpg,incorrect,train
data\frames\train\incorrect\10_f00001.jpg,incorrect,train
data\frames\train\incorrect\10_f00002.jpg,incorrect,train
data\frames\train\incorrect\10_f00003.jpg,incorrect,train
data\frames\train\incorrect\10_f00004.jpg,incorrect,train
data\frames\train\incorrect\10_f00005.jpg,incorrect,train
data\frames\train\incorrect\10_f00006.jpg,incorrect,train
data\frames\train\incorrect\10_f00007.jpg,incorrect,train
data\frames\train\incorrect\10_f00008.jpg,incorrect,train
data\frames\train\incorrect\11_f00000.jpg,incorrect,train
data\frames\train\incorrect\11_f00001.jpg,incorrect,train
data\frames\train\incorrect\11_f00002.jpg,incorrect,train
data\frames\train\incorrect\11_f00003.jpg,incorrect,train
data\frames\train\incorrect\11_f00004.jpg,incorrect,train
data\frames\train\incorrect\11_f00005.jpg,incorrect,train
data\frames\train\incorrect\11_f00000.jpg,incorrect,train
data\frames\train\incorrect\11_f00001.jpg,incorrect,train
data\frames\train\incorrect\11_f00002.jpg,incorrect,train
data\frames\train\incorrect\11_f00003.jpg,incorrect,train
data\frames\train\incorrect\11_f00004.jpg,incorrect,train
data\frames\train\incorrect\11_f00005.jpg,incorrect,train
data\frames\val\incorrect\12_f00000.jpg,incorrect,val
data\frames\val\incorrect\12_f00001.jpg,incorrect,val
data\frames\val\incorrect\12_f00002.jpg,incorrect,val
data\frames\val\incorrect\12_f00003.jpg,incorrect,val
data\frames\val\incorrect\12_f00004.jpg,incorrect,val
data\frames\val\incorrect\12_f00005.jpg,incorrect,val
data\frames\val\incorrect\12_f00006.jpg,incorrect,val
data\frames\val\incorrect\12_f00007.jpg,incorrect,val
data\frames\val\incorrect\12_f00008.jpg,incorrect,val
data\frames\val\incorrect\12_f00000.jpg,incorrect,val
data\frames\val\incorrect\12_f00001.jpg,incorrect,val
data\frames\val\incorrect\12_f00002.jpg,incorrect,val
data\frames\val\incorrect\12_f00003.jpg,incorrect,val
data\frames\val\incorrect\12_f00004.jpg,incorrect,val
